Date,Open,High,Low,Close,Adj Close,Volume
2019-07-26,51.869998931884766,52.432498931884766,51.78499984741211,51.935001373291016,50.38850784301758,70475600
2019-07-29,52.1150016784668,52.65999984741211,52.11000061035156,52.41999816894531,50.85906219482422,86693600
2019-07-30,52.189998626708984,52.540000915527344,51.82749938964844,52.19499969482422,50.640769958496094,135742800
2019-07-31,54.10499954223633,55.342498779296875,52.82500076293945,53.2599983215332,51.6740608215332,277125600
2019-08-01,53.474998474121094,54.50749969482422,51.685001373291016,52.10749816894531,50.555877685546875,216071600
2019-08-02,51.38249969482422,51.60749816894531,50.407501220703125,51.005001068115234,49.486202239990234,163448400
2019-08-05,49.497501373291016,49.662498474121094,48.14500045776367,48.334999084472656,46.895713806152344,209572000
2019-08-06,49.07749938964844,49.51750183105469,48.5099983215332,49.25,47.78346252441406,143299200
2019-08-07,48.852500915527344,49.88999938964844,48.45500183105469,49.7599983215332,48.27827835083008,133457600
2019-08-08,50.04999923706055,50.88249969482422,49.84749984741211,50.85749816894531,49.343101501464844,108038000
2019-08-09,50.32500076293945,50.689998626708984,49.8224983215332,50.247501373291016,48.936492919921875,98478800
2019-08-12,49.904998779296875,50.51250076293945,49.787498474121094,50.119998931884766,48.81231689453125,89927600
2019-08-13,50.255001068115234,53.03499984741211,50.119998931884766,52.24250030517578,50.879432678222656,188874000
2019-08-14,50.790000915527344,51.61000061035156,50.647499084472656,50.6875,49.365013122558594,146189600
2019-08-15,50.8650016784668,51.28499984741211,49.91749954223633,50.435001373291016,49.11909484863281,108909600
2019-08-16,51.06999969482422,51.790000915527344,50.959999084472656,51.625,50.278053283691406,110481600
2019-08-19,52.654998779296875,53.182498931884766,52.50749969482422,52.587501525878906,51.215431213378906,97654400
2019-08-20,52.720001220703125,53.337501525878906,52.58000183105469,52.59000015258789,51.217864990234375,107537200
2019-08-21,53.247501373291016,53.412498474121094,52.900001525878906,53.15999984741211,51.77299880981445,86141600
2019-08-22,53.29750061035156,53.61000061035156,52.6875,53.1150016784668,51.72917556762695,89014800
2019-08-23,52.35749816894531,53.01250076293945,50.25,50.65999984741211,49.338226318359375,187272000
2019-08-26,51.46500015258789,51.79750061035156,51.26499938964844,51.622501373291016,50.27561569213867,104174400
2019-08-27,51.96500015258789,52.13750076293945,50.88249969482422,51.040000915527344,49.708316802978516,103493200
2019-08-28,51.025001525878906,51.43000030517578,50.83000183105469,51.38249969482422,50.041866302490234,63755200
2019-08-29,52.125,52.33000183105469,51.665000915527344,52.252498626708984,50.88917922973633,83962000
2019-08-30,52.540000915527344,52.61249923706055,51.79999923706055,52.185001373291016,50.82343292236328,84573600
2019-09-03,51.60749816894531,51.744998931884766,51.05500030517578,51.42499923706055,50.08326721191406,80092000
2019-09-04,52.09749984741211,52.369998931884766,51.83000183105469,52.29750061035156,50.93300247192383,76752400
2019-09-05,53.0,53.49250030517578,52.877498626708984,53.31999969482422,51.928829193115234,95654800
2019-09-06,53.51250076293945,53.60499954223633,53.127498626708984,53.314998626708984,51.9239501953125,77449200
2019-09-09,53.709999084472656,54.11000061035156,52.76750183105469,53.54249954223633,52.1455192565918,109237600
2019-09-10,53.46500015258789,54.19499969482422,52.9275016784668,54.17499923706055,52.76151657104492,127111600
2019-09-11,54.51750183105469,55.9275016784668,54.432498931884766,55.897499084472656,54.43907165527344,177158400
2019-09-12,56.20000076293945,56.60499954223633,55.71500015258789,55.772499084472656,54.31734085083008,128906800
2019-09-13,55.0,55.1974983215332,54.255001068115234,54.6875,53.260643005371094,159053200
2019-09-16,54.432498931884766,55.032501220703125,54.38999938964844,54.974998474121094,53.540645599365234,84632400
2019-09-17,54.9900016784668,55.20500183105469,54.779998779296875,55.17499923706055,53.73542022705078,73274800
2019-09-18,55.26499938964844,55.712501525878906,54.86000061035156,55.692501068115234,54.23942565917969,101360000
2019-09-19,55.502498626708984,55.939998626708984,55.092498779296875,55.2400016784668,53.798728942871094,88242400
2019-09-20,55.345001220703125,55.63999938964844,54.36750030517578,54.432498931884766,53.012290954589844,221652400
2019-09-23,54.73749923706055,54.959999084472656,54.412498474121094,54.68000030517578,53.25334167480469,76662000
2019-09-24,55.25749969482422,55.622501373291016,54.29750061035156,54.41999816894531,53.0001220703125,124763200
2019-09-25,54.63750076293945,55.375,54.28499984741211,55.25749969482422,53.815773010253906,87613600
2019-09-26,55.0,55.23500061035156,54.70750045776367,54.97249984741211,53.538204193115234,75334000
2019-09-27,55.1349983215332,55.2400016784668,54.31999969482422,54.70500183105469,53.27769088745117,101408000
2019-09-30,55.224998474121094,56.14500045776367,55.1974983215332,55.99250030517578,54.53159713745117,103909600
2019-10-01,56.26750183105469,57.05500030517578,56.04999923706055,56.147499084472656,54.68254852294922,139223200
2019-10-02,55.76499938964844,55.89500045776367,54.48249816894531,54.7400016784668,53.311763763427734,138449200
2019-10-03,54.60749816894531,55.2400016784668,53.782501220703125,55.20500183105469,53.76464080810547,114426000
2019-10-04,56.40999984741211,56.872501373291016,55.97249984741211,56.752498626708984,55.27176284790039,138478800
2019-10-07,56.567501068115234,57.48249816894531,56.459999084472656,56.76499938964844,55.283939361572266,122306000
2019-10-08,56.45500183105469,57.01499938964844,56.08250045776367,56.099998474121094,54.636287689208984,111820000
2019-10-09,56.75749969482422,56.9474983215332,56.40999984741211,56.75749969482422,55.276634216308594,74770400
2019-10-10,56.98249816894531,57.61000061035156,56.82500076293945,57.522499084472656,56.021671295166016,113013600
2019-10-11,58.23749923706055,59.40999984741211,58.07749938964844,59.0525016784668,57.51176834106445,166795600
2019-10-14,58.724998474121094,59.532501220703125,58.66749954223633,58.967498779296875,57.42897033691406,96427600
2019-10-15,59.09749984741211,59.412498474121094,58.720001220703125,58.83000183105469,57.295074462890625,87360000
2019-10-16,58.342498779296875,58.810001373291016,58.29999923706055,58.592498779296875,57.06374740600586,73903200
2019-10-17,58.772499084472656,59.037498474121094,58.380001068115234,58.81999969482422,57.285316467285156,67585200
2019-10-18,58.647499084472656,59.39500045776367,58.5724983215332,59.102500915527344,57.560455322265625,97433600
2019-10-21,59.380001068115234,60.247501373291016,59.33000183105469,60.127498626708984,58.558712005615234,87247200
2019-10-22,60.290000915527344,60.54999923706055,59.904998779296875,59.9900016784668,58.4248046875,82293600
2019-10-23,60.525001525878906,60.810001373291016,60.30500030517578,60.79499816894531,59.20879364013672,75828800
2019-10-24,61.127498626708984,61.20000076293945,60.45249938964844,60.89500045776367,59.30618667602539,69275200
2019-10-25,60.790000915527344,61.682498931884766,60.720001220703125,61.64500045776367,60.036617279052734,73477200
2019-10-28,61.85499954223633,62.3125,61.68000030517578,62.26250076293945,60.63801193237305,96572800
2019-10-29,62.24250030517578,62.4375,60.64250183105469,60.8224983215332,59.23556900024414,142839600
2019-10-30,61.189998626708984,61.32500076293945,60.3025016784668,60.814998626708984,59.22826385498047,124522000
2019-10-31,61.810001373291016,62.29249954223633,59.314998626708984,62.189998626708984,60.56739807128906,139162000
2019-11-01,62.3849983215332,63.98249816894531,62.290000915527344,63.95500183105469,62.286346435546875,151125200
2019-11-04,64.3324966430664,64.4625015258789,63.845001220703125,64.375,62.69538497924805,103272000
2019-11-05,64.26249694824219,64.54750061035156,64.08000183105469,64.28250122070312,62.60530090332031,79897600
2019-11-06,64.19249725341797,64.37249755859375,63.842498779296875,64.30999755859375,62.632080078125,75864400
2019-11-07,64.68499755859375,65.0875015258789,64.52749633789062,64.85749816894531,63.35493469238281,94940400
2019-11-08,64.67250061035156,65.11000061035156,64.2125015258789,65.03500366210938,63.528316497802734,69986400
2019-11-11,64.57499694824219,65.61750030517578,64.56999969482422,65.55000305175781,64.03138732910156,81821200
2019-11-12,65.38749694824219,65.69750213623047,65.2300033569336,65.48999786376953,63.9727897644043,87388800
2019-11-13,65.28250122070312,66.19499969482422,65.26750183105469,66.11750030517578,64.58574676513672,102734400
2019-11-14,65.9375,66.22000122070312,65.5250015258789,65.66000366210938,64.13885498046875,89182800
2019-11-15,65.91999816894531,66.44499969482422,65.75250244140625,66.44000244140625,64.90078735351562,100206400
2019-11-18,66.44999694824219,66.85749816894531,66.05750274658203,66.7750015258789,65.22801971435547,86703200
2019-11-19,66.9749984741211,67.0,66.34750366210938,66.57250213623047,65.03020477294922,76167200
2019-11-20,66.38500213623047,66.5199966430664,65.0999984741211,65.79750061035156,64.2731704711914,106234400
2019-11-21,65.92250061035156,66.00250244140625,65.29499816894531,65.50250244140625,63.98497772216797,121395200
2019-11-22,65.64749908447266,65.79499816894531,65.20999908447266,65.44499969482422,63.9288215637207,65325200
2019-11-25,65.67749786376953,66.61000061035156,65.62999725341797,66.59249877929688,65.04973602294922,84020400
2019-11-26,66.73500061035156,66.79000091552734,65.625,66.07250213623047,64.54178619384766,105207600
2019-11-27,66.3949966430664,66.99500274658203,66.32749938964844,66.95999908447266,65.4087142944336,65235600
2019-11-29,66.6500015258789,67.0,66.4749984741211,66.8125,65.26466369628906,46617600
2019-12-02,66.81749725341797,67.0625,65.86250305175781,66.04000091552734,64.51004028320312,94487200
2019-12-03,64.57749938964844,64.88249969482422,64.07250213623047,64.86250305175781,63.359825134277344,114430400
2019-12-04,65.26750183105469,65.82749938964844,65.16999816894531,65.43499755859375,63.91905975341797,67181600
2019-12-05,65.94750213623047,66.47250366210938,65.68250274658203,66.3949966430664,64.85681915283203,74424400
2019-12-06,66.87000274658203,67.75,66.82499694824219,67.67749786376953,66.10960388183594,106075600
2019-12-09,67.5,67.69999694824219,66.22750091552734,66.7300033569336,65.1840591430664,128042400
2019-12-10,67.1500015258789,67.51750183105469,66.46499633789062,67.12000274658203,65.56503295898438,90420400
2019-12-11,67.20249938964844,67.7750015258789,67.125,67.69249725341797,66.124267578125,78756800
2019-12-12,66.94499969482422,68.13999938964844,66.83000183105469,67.86499786376953,66.29276275634766,137310400
2019-12-13,67.86499786376953,68.82499694824219,67.73249816894531,68.7874984741211,67.19390106201172,133587600
2019-12-16,69.25,70.19750213623047,69.24500274658203,69.96499633789062,68.34410858154297,128186000
2019-12-17,69.89250183105469,70.44249725341797,69.69999694824219,70.10250091552734,68.47843170166016,114158400
2019-12-18,69.94999694824219,70.4749984741211,69.77999877929688,69.93499755859375,68.31480407714844,116028400
2019-12-19,69.875,70.29499816894531,69.73750305175781,70.00499725341797,68.38317108154297,98369200
2019-12-20,70.55750274658203,70.6624984741211,69.63999938964844,69.86000061035156,68.24153900146484,275978000
2019-12-23,70.13249969482422,71.0625,70.09249877929688,71.0,69.35513305664062,98572000
2019-12-24,71.17250061035156,71.22250366210938,70.7300033569336,71.06749725341797,69.42106628417969,48478800
2019-12-26,71.20500183105469,72.49500274658203,71.17500305175781,72.47750091552734,70.79840850830078,93121200
2019-12-27,72.77999877929688,73.49250030517578,72.02999877929688,72.44999694824219,70.77153015136719,146266000
2019-12-30,72.36499786376953,73.17250061035156,71.30500030517578,72.87999725341797,71.19158172607422,144114400
2019-12-31,72.48249816894531,73.41999816894531,72.37999725341797,73.4124984741211,71.71173858642578,100805600
2020-01-02,74.05999755859375,75.1500015258789,73.79750061035156,75.0875015258789,73.34794616699219,135480400
2020-01-03,74.2874984741211,75.1449966430664,74.125,74.35749816894531,72.63484954833984,146322800
2020-01-06,73.44750213623047,74.98999786376953,73.1875,74.94999694824219,73.21360778808594,118387200
2020-01-07,74.95999908447266,75.2249984741211,74.37000274658203,74.59750366210938,72.86930847167969,108872000
2020-01-08,74.29000091552734,76.11000061035156,74.29000091552734,75.79750061035156,74.0414810180664,132079200
2020-01-09,76.80999755859375,77.60749816894531,76.55000305175781,77.40750122070312,75.61419677734375,170108400
2020-01-10,77.6500015258789,78.1675033569336,77.0625,77.5824966430664,75.78512573242188,140644800
2020-01-13,77.91000366210938,79.26750183105469,77.7874984741211,79.23999786376953,77.40423583984375,121532000
2020-01-14,79.17500305175781,79.39250183105469,78.0425033569336,78.16999816894531,76.35901641845703,161954400
2020-01-15,77.9625015258789,78.875,77.38749694824219,77.83499908447266,76.03179168701172,121923600
2020-01-16,78.39749908447266,78.92500305175781,78.02249908447266,78.80999755859375,76.98419189453125,108829200
2020-01-17,79.06749725341797,79.68499755859375,78.75,79.68250274658203,77.83649444580078,137816400
2020-01-21,79.29750061035156,79.75499725341797,79.0,79.14250183105469,77.30899047851562,110843200
2020-01-22,79.6449966430664,79.99749755859375,79.32749938964844,79.42500305175781,77.5849609375,101832400
2020-01-23,79.4800033569336,79.88999938964844,78.9124984741211,79.80750274658203,77.9585952758789,104472000
2020-01-24,80.0625,80.8324966430664,79.37999725341797,79.57749938964844,77.73392486572266,146537600
2020-01-27,77.51499938964844,77.94249725341797,76.22000122070312,77.23750305175781,75.44812774658203,161940000
2020-01-28,78.1500015258789,79.5999984741211,78.04750061035156,79.42250061035156,77.58251190185547,162234000
2020-01-29,81.11250305175781,81.9625015258789,80.34500122070312,81.08499908447266,79.20649719238281,216229200
2020-01-30,80.13500213623047,81.02249908447266,79.6875,80.96749877929688,79.09171295166016,126743200
2020-01-31,80.23249816894531,80.66999816894531,77.07250213623047,77.37750244140625,75.58489227294922,199588400
2020-02-03,76.07499694824219,78.37249755859375,75.55500030517578,77.16500091552734,75.37731170654297,173788400
2020-02-04,78.82749938964844,79.91000366210938,78.40750122070312,79.7125015258789,77.86579895019531,136616400
2020-02-05,80.87999725341797,81.19000244140625,79.73750305175781,80.36250305175781,78.50072479248047,118826800
2020-02-06,80.64250183105469,81.30500030517578,80.06500244140625,81.30249786376953,79.41895294189453,105425600
2020-02-07,80.59249877929688,80.8499984741211,79.5,80.00749969482422,78.33943176269531,117684000
2020-02-10,78.54499816894531,80.38749694824219,78.4625015258789,80.38749694824219,78.71150970458984,109348800
2020-02-11,80.9000015258789,80.9749984741211,79.67749786376953,79.90249633789062,78.23661041259766,94323200
2020-02-12,80.36750030517578,81.80500030517578,80.36750030517578,81.80000305175781,80.09456634521484,113730400
2020-02-13,81.04750061035156,81.55500030517578,80.8375015258789,81.21749877929688,79.52420806884766,94747600
2020-02-14,81.18499755859375,81.49500274658203,80.7125015258789,81.23750305175781,79.54379272460938,80113600
2020-02-18,78.83999633789062,79.9375,78.65249633789062,79.75,78.0873031616211,152531200
2020-02-19,80.0,81.14250183105469,80.0,80.90499877929688,79.21822357177734,93984000
2020-02-20,80.65750122070312,81.1624984741211,79.55249786376953,80.07499694824219,78.40552520751953,100566000
2020-02-21,79.65499877929688,80.11250305175781,77.625,78.26249694824219,76.63081359863281,129554000
2020-02-24,74.31500244140625,76.04499816894531,72.30750274658203,74.54499816894531,72.99080657958984,222195200
2020-02-25,75.23750305175781,75.63249969482422,71.53250122070312,72.0199966430664,70.51847076416016,230673600
2020-02-26,71.63249969482422,74.47000122070312,71.625,73.1624984741211,71.63714599609375,198054800
2020-02-27,70.2750015258789,71.5,68.23999786376953,68.37999725341797,66.95436096191406,320605600
2020-02-28,64.31500244140625,69.60250091552734,64.09249877929688,68.33999633789062,66.91517639160156,426510000
2020-03-02,70.56999969482422,75.36000061035156,69.43000030517578,74.70249938964844,73.14505004882812,341397200
2020-03-03,75.9175033569336,76.0,71.44999694824219,72.33000183105469,70.82201385498047,319475600
2020-03-04,74.11000061035156,75.8499984741211,73.28250122070312,75.68499755859375,74.1070556640625,219178400
2020-03-05,73.87999725341797,74.88749694824219,72.85250091552734,73.2300033569336,71.70323181152344,187572800
2020-03-06,70.5,72.70500183105469,70.30750274658203,72.25749969482422,70.75102233886719,226176800
2020-03-09,65.9375,69.52249908447266,65.75,66.5425033569336,65.15515899658203,286744800
2020-03-10,69.28500366210938,71.61000061035156,67.34249877929688,71.33499908447266,69.84774017333984,285290000
2020-03-11,69.34750366210938,70.30500030517578,67.96499633789062,68.85749816894531,67.42190551757812,255598800
2020-03-12,63.98500061035156,67.5,62.0,62.057498931884766,60.763671875,418474000
2020-03-13,66.22250366210938,69.9800033569336,63.23749923706055,69.49250030517578,68.0436782836914,370732000
2020-03-16,60.48749923706055,64.7699966430664,60.0,60.5525016784668,59.2900505065918,322423600
2020-03-17,61.877498626708984,64.40249633789062,59.599998474121094,63.21500015258789,61.89704513549805,324056000
2020-03-18,59.942501068115234,62.5,59.279998779296875,61.66749954223633,60.38180160522461,300233600
2020-03-19,61.84749984741211,63.209999084472656,60.65250015258789,61.19499969482422,59.91916275024414,271857200
2020-03-20,61.79499816894531,62.95750045776367,57.0,57.310001373291016,56.11515426635742,401693200
2020-03-23,57.02000045776367,57.125,53.15250015258789,56.092498779296875,54.92303466796875,336752800
2020-03-24,59.09000015258789,61.92250061035156,58.57500076293945,61.720001220703125,60.433204650878906,287531200
2020-03-25,62.6875,64.5625,61.07500076293945,61.380001068115234,60.10029220581055,303602000
2020-03-26,61.630001068115234,64.66999816894531,61.59000015258789,64.61000061035156,63.2629508972168,252087200
2020-03-27,63.1875,63.967498779296875,61.76250076293945,61.935001373291016,60.64373016357422,204216800
2020-03-30,62.685001373291016,63.880001068115234,62.349998474121094,63.70249938964844,62.37437057495117,167976400
2020-03-31,63.900001525878906,65.62249755859375,63.0,63.5724983215332,62.24708557128906,197002000
2020-04-01,61.625,62.18000030517578,59.782501220703125,60.227500915527344,58.97182846069336,176218400
2020-04-02,60.084999084472656,61.287498474121094,59.224998474121094,61.23249816894531,59.955867767333984,165934000
2020-04-03,60.70000076293945,61.42499923706055,59.74250030517578,60.352500915527344,59.09422302246094,129880000
2020-04-06,62.724998474121094,65.77749633789062,62.345001220703125,65.61750030517578,64.24945068359375,201820400
2020-04-07,67.69999694824219,67.92500305175781,64.75,64.85749816894531,63.50529098510742,202887200
2020-04-08,65.68499755859375,66.84249877929688,65.30750274658203,66.51750183105469,65.13067626953125,168895200
2020-04-09,67.17500305175781,67.51750183105469,66.17500305175781,66.99749755859375,65.60067749023438,161834800
2020-04-13,67.07749938964844,68.42500305175781,66.4574966430664,68.3125,66.88826751708984,131022800
2020-04-14,70.0,72.0625,69.51249694824219,71.76249694824219,70.26631927490234,194994800
2020-04-15,70.5999984741211,71.5824966430664,70.15750122070312,71.10749816894531,69.62499237060547,131154400
2020-04-16,71.84500122070312,72.05000305175781,70.5875015258789,71.67250061035156,70.17820739746094,157125200
2020-04-17,71.17250061035156,71.73750305175781,69.21499633789062,70.69999694824219,69.22598266601562,215250000
2020-04-20,69.48750305175781,70.41999816894531,69.2125015258789,69.23249816894531,67.7890853881836,130015200
2020-04-21,69.06999969482422,69.3125,66.35749816894531,67.09249877929688,65.69368743896484,180991600
2020-04-22,68.40249633789062,69.4749984741211,68.05000305175781,69.0250015258789,67.5859146118164,116862400
2020-04-23,68.96749877929688,70.4375,68.71749877929688,68.75749969482422,67.32398986816406,124814400
2020-04-24,69.30000305175781,70.75250244140625,69.25,70.74250030517578,69.26760864257812,126161200
2020-04-27,70.44999694824219,71.13500213623047,69.98750305175781,70.7925033569336,69.31655883789062,117087600
2020-04-28,71.2699966430664,71.4574966430664,69.55000305175781,69.6449966430664,68.1929702758789,112004800
2020-04-29,71.18250274658203,72.4175033569336,70.97250366210938,71.93250274658203,70.43280029296875,137280800
2020-04-30,72.48999786376953,73.63249969482422,72.0875015258789,73.44999694824219,71.91865539550781,183064000
2020-05-01,71.5625,74.75,71.4625015258789,72.26750183105469,70.76081848144531,240616800
2020-05-04,72.2925033569336,73.42250061035156,71.58000183105469,73.29000091552734,71.76199340820312,133568000
2020-05-05,73.76499938964844,75.25,73.61499786376953,74.38999938964844,72.83905029296875,147751200
2020-05-06,75.11499786376953,75.80999755859375,74.71749877929688,75.15750122070312,73.5905532836914,142333600
2020-05-07,75.80500030517578,76.2925033569336,75.49250030517578,75.93499755859375,74.35183715820312,115215200
2020-05-08,76.41000366210938,77.5875015258789,76.07250213623047,77.53250122070312,76.12154388427734,133838400
2020-05-11,77.0250015258789,79.26249694824219,76.80999755859375,78.75250244140625,77.31935119628906,145946400
2020-05-12,79.4574966430664,79.92250061035156,77.72750091552734,77.85250091552734,76.43569946289062,162301200
2020-05-13,78.0374984741211,78.98750305175781,75.80249786376953,76.9124984741211,75.51283264160156,200622400
2020-05-14,76.12750244140625,77.44750213623047,75.38249969482422,77.38500213623047,75.97673034667969,158929200
2020-05-15,75.0875015258789,76.9749984741211,75.05249786376953,76.92749786376953,75.52754974365234,166348400
2020-05-18,78.2925033569336,79.125,77.58000183105469,78.73999786376953,77.30705261230469,135178400
2020-05-19,78.75749969482422,79.62999725341797,78.25250244140625,78.28500366210938,76.86034393310547,101729600
2020-05-20,79.16999816894531,79.87999725341797,79.12999725341797,79.80750274658203,78.35514068603516,111504800
2020-05-21,79.66500091552734,80.22250366210938,78.96749877929688,79.2125015258789,77.7709732055664,102688800
2020-05-22,78.94249725341797,79.80750274658203,78.8375015258789,79.72250366210938,78.27169036865234,81803200
2020-05-26,80.875,81.05999755859375,79.125,79.18250274658203,77.74150848388672,125522000
2020-05-27,79.03500366210938,79.67749786376953,78.27249908447266,79.52749633789062,78.08023834228516,112945200
2020-05-28,79.19249725341797,80.86000061035156,78.90750122070312,79.5625,78.11459350585938,133560800
2020-05-29,79.8125,80.2874984741211,79.11750030517578,79.48500061035156,78.03851318359375,153532400
2020-06-01,79.4375,80.5875015258789,79.30249786376953,80.4625015258789,78.99822235107422,80791200
2020-06-02,80.1875,80.86000061035156,79.73249816894531,80.83499908447266,79.36394500732422,87642800
2020-06-03,81.16500091552734,81.55000305175781,80.57499694824219,81.27999877929688,79.80084991455078,104491200
2020-06-04,81.09750366210938,81.40499877929688,80.19499969482422,80.58000183105469,79.11357116699219,87560400
2020-06-05,80.8375015258789,82.9375,80.80750274658203,82.875,81.36680603027344,137250400
2020-06-08,82.5625,83.4000015258789,81.83000183105469,83.36499786376953,81.847900390625,95654400
2020-06-09,83.03500366210938,86.40249633789062,83.00250244140625,85.99749755859375,84.43247985839844,147712400
2020-06-10,86.9749984741211,88.69249725341797,86.52249908447266,88.20999908447266,86.60472106933594,166651600
2020-06-11,87.32749938964844,87.76499938964844,83.87000274658203,83.9749984741211,82.4468002319336,201662400
2020-06-12,86.18000030517578,86.94999694824219,83.55500030517578,84.69999694824219,83.15859985351562,200146000
2020-06-15,83.3125,86.41999816894531,83.1449966430664,85.74749755859375,84.18705749511719,138808800
2020-06-16,87.86499786376953,88.30000305175781,86.18000030517578,88.0199966430664,86.4181900024414,165428800
2020-06-17,88.7874984741211,88.8499984741211,87.77249908447266,87.89749908447266,86.29791259765625,114406400
2020-06-18,87.85250091552734,88.36250305175781,87.30500030517578,87.93250274658203,86.33228302001953,96820400
2020-06-19,88.66000366210938,89.13999938964844,86.2874984741211,87.43000030517578,85.83891296386719,264476000
2020-06-22,87.83499908447266,89.86499786376953,87.7874984741211,89.71749877929688,88.08480072021484,135445200
2020-06-23,91.0,93.09500122070312,90.56749725341797,91.63249969482422,89.9649429321289,212155600
2020-06-24,91.25,92.19750213623047,89.62999725341797,90.01499938964844,88.37686920166016,192623200
2020-06-25,90.17500305175781,91.25,89.39250183105469,91.20999908447266,89.55014038085938,137522400
2020-06-26,91.10250091552734,91.33000183105469,88.25499725341797,88.40750122070312,86.79862976074219,205256800
2020-06-29,88.3125,90.5425033569336,87.81999969482422,90.44499969482422,88.79906463623047,130646000
2020-06-30,90.0199966430664,91.49500274658203,90.0,91.19999694824219,89.54032135009766,140223200
2020-07-01,91.27999877929688,91.83999633789062,90.97750091552734,91.02749633789062,89.37095642089844,110737200
2020-07-02,91.9625015258789,92.61750030517578,90.91000366210938,91.02749633789062,89.37095642089844,114041600
2020-07-06,92.5,93.94499969482422,92.46749877929688,93.4625015258789,91.76164245605469,118655600
2020-07-07,93.85250091552734,94.65499877929688,93.05750274658203,93.17250061035156,91.47691345214844,112424400
2020-07-08,94.18000030517578,95.375,94.08999633789062,95.34249877929688,93.607421875,117092000
2020-07-09,96.26249694824219,96.31749725341797,94.67250061035156,95.75250244140625,94.00997161865234,125642800
2020-07-10,95.33499908447266,95.9800033569336,94.70500183105469,95.91999816894531,94.1744155883789,90257200
2020-07-13,97.26499938964844,99.95500183105469,95.25749969482422,95.47750091552734,93.73997497558594,191649200
2020-07-14,94.83999633789062,97.25499725341797,93.87750244140625,97.05750274658203,95.29122161865234,170989200
2020-07-15,98.98999786376953,99.24749755859375,96.48999786376953,97.7249984741211,95.94656372070312,153198000
2020-07-16,96.5625,97.40499877929688,95.90499877929688,96.52249908447266,94.76594543457031,110577600
2020-07-17,96.98750305175781,97.14749908447266,95.83999633789062,96.32749938964844,94.57450866699219,92186800
2020-07-20,96.4175033569336,98.5,96.0625,98.35749816894531,96.56756591796875,90318000
2020-07-21,99.17250061035156,99.25,96.74250030517578,97.0,95.2347640991211,103433200
2020-07-22,96.69249725341797,97.9749984741211,96.60250091552734,97.27249908447266,95.50230407714844,89001600
2020-07-23,96.99749755859375,97.07749938964844,92.01000213623047,92.84500122070312,91.1553955078125,197004400
2020-07-24,90.98750305175781,92.97000122070312,89.1449966430664,92.61499786376953,90.92955780029297,185438800
2020-07-27,93.70999908447266,94.90499877929688,93.4800033569336,94.80999755859375,93.08460998535156,121214000
2020-07-28,94.36750030517578,94.55000305175781,93.24749755859375,93.25250244140625,91.55547332763672,103625600
2020-07-29,93.75,95.2300033569336,93.7125015258789,95.04000091552734,93.31044006347656,90329200
2020-07-30,94.1875,96.29750061035156,93.76750183105469,96.19000244140625,94.43949890136719,158130000
2020-07-31,102.88500213623047,106.41500091552734,100.82499694824219,106.26000213623047,104.32625579833984,374336800
2020-08-03,108.19999694824219,111.63749694824219,107.89250183105469,108.9375,106.95501708984375,308151200
2020-08-04,109.13249969482422,110.79000091552734,108.38749694824219,109.66500091552734,107.6692886352539,173071600
2020-08-05,109.37750244140625,110.39250183105469,108.89749908447266,110.0625,108.05955505371094,121776800
2020-08-06,110.40499877929688,114.4124984741211,109.79750061035156,113.90249633789062,111.82966613769531,202428800
2020-08-07,113.20500183105469,113.67500305175781,110.2925033569336,111.11250305175781,109.28713989257812,198045600
2020-08-10,112.5999984741211,113.7750015258789,110.0,112.72750091552734,110.8756103515625,212403600
2020-08-11,111.97000122070312,112.48249816894531,109.10749816894531,109.375,107.57817840576172,187902400
2020-08-12,110.49749755859375,113.2750015258789,110.29750061035156,113.01000213623047,111.1534652709961,165598000
2020-08-13,114.43000030517578,116.0425033569336,113.92749786376953,115.01000213623047,113.12060546875,210082000
2020-08-14,114.83000183105469,115.0,113.04499816894531,114.90750122070312,113.0197982788086,165565200
2020-08-17,116.0625,116.0875015258789,113.9625015258789,114.60749816894531,112.72471618652344,119561600
2020-08-18,114.35250091552734,116.0,114.00749969482422,115.5625,113.6640396118164,105633600
2020-08-19,115.98249816894531,117.1624984741211,115.61000061035156,115.7074966430664,113.80664825439453,145538000
2020-08-20,115.75,118.39250183105469,115.73249816894531,118.2750015258789,116.33197021484375,126907200
2020-08-21,119.26249694824219,124.86750030517578,119.25,124.37000274658203,122.32683563232422,338054800
2020-08-24,128.69749450683594,128.78500366210938,123.9375,125.85749816894531,123.7898941040039,345937600
2020-08-25,124.69750213623047,125.18000030517578,123.05249786376953,124.82499694824219,122.77436828613281,211495600
2020-08-26,126.18000030517578,126.99250030517578,125.0824966430664,126.52249908447266,124.44397735595703,163022400
2020-08-27,127.14250183105469,127.48500061035156,123.8324966430664,125.01000213623047,122.95633697509766,155552400
2020-08-28,126.01249694824219,126.44249725341797,124.57749938964844,124.80750274658203,122.75715637207031,187630000
2020-08-31,127.58000183105469,131.0,126.0,129.0399932861328,126.92012023925781,225702700
2020-09-01,132.75999450683594,134.8000030517578,130.52999877929688,134.17999267578125,131.97567749023438,151948100
2020-09-02,137.58999633789062,137.97999572753906,127.0,131.39999389648438,129.24131774902344,200119000
2020-09-03,126.91000366210938,128.83999633789062,120.5,120.87999725341797,118.8941650390625,257599600
